index,id,crawl_id,visit_id,old_channel_id,new_channel_id,is_temporary,is_permanent,is_internal,is_sts_upgrade,time_stamp
121,122,1,1,{7cede29c-f471-40c0-ac9e-a2756a74181b},{bad42e47-89f7-4244-9de8-33c890ad598a},1,0,0,0,2020-11-29T14:48:14.838Z
122,123,1,1,{7cede29c-f471-40c0-ac9e-a2756a74181b},{bad42e47-89f7-4244-9de8-33c890ad598a},1,0,0,0,2020-11-29T14:48:14.838Z
123,124,1,1,{7cede29c-f471-40c0-ac9e-a2756a74181b},{bad42e47-89f7-4244-9de8-33c890ad598a},1,0,0,0,2020-11-29T14:48:14.838Z
124,125,1,1,{b2e770ce-8012-4838-8e04-4c47ddf620f9},{76c96fa5-fef3-4b8d-9f67-5895d0d70aa6},1,0,0,0,2020-11-29T14:48:15.712Z
125,126,1,1,{b2e770ce-8012-4838-8e04-4c47ddf620f9},{76c96fa5-fef3-4b8d-9f67-5895d0d70aa6},1,0,0,0,2020-11-29T14:48:15.712Z
126,127,1,1,{c684cd9f-ed66-430b-a52c-9d38e39751f4},{2d2421b6-ac41-4513-ae94-0383cefca05b},1,0,0,0,2020-11-29T14:48:15.824Z
127,128,1,1,{f9235b4a-278a-4dd5-93a6-46410131c7ee},{c730c628-5427-4528-a76a-e0b24f9ec76c},1,0,0,0,2020-11-29T14:48:15.826Z
128,129,1,1,{f474643a-919e-40a5-ba74-c200f5fb9c16},{76191a49-ddb8-49c0-8290-f142ed9bfd84},1,0,0,0,2020-11-29T14:48:15.826Z
129,130,1,1,{f474643a-919e-40a5-ba74-c200f5fb9c16},{76191a49-ddb8-49c0-8290-f142ed9bfd84},1,0,0,0,2020-11-29T14:48:15.826Z
130,131,1,1,{f474643a-919e-40a5-ba74-c200f5fb9c16},{76191a49-ddb8-49c0-8290-f142ed9bfd84},1,0,0,0,2020-11-29T14:48:15.826Z
131,132,1,1,{a6bafed1-3977-4116-b67b-8ac95b03d4b9},{92b53714-c70b-4bfa-bba1-7294fa635cca},1,0,0,0,2020-11-29T14:48:16.000Z
132,133,1,1,{6fb43fd1-4a9e-4780-aad7-d0481b685639},{47346048-6620-46e1-b4f1-f44ff12d11ac},1,0,0,0,2020-11-29T14:48:16.008Z
133,134,1,1,{1d1dc22e-280f-4281-8485-2e6106d33c91},{a75f2520-354f-4ed9-a133-da4d3c53b8a7},1,0,0,0,2020-11-29T14:48:16.010Z
134,135,1,1,{76191a49-ddb8-49c0-8290-f142ed9bfd84},{f223eafa-af8d-4dcb-8488-ae6d8546f0b6},1,0,0,0,2020-11-29T14:48:16.212Z
135,136,1,1,{76191a49-ddb8-49c0-8290-f142ed9bfd84},{f223eafa-af8d-4dcb-8488-ae6d8546f0b6},1,0,0,0,2020-11-29T14:48:16.214Z
136,137,1,1,{76191a49-ddb8-49c0-8290-f142ed9bfd84},{f223eafa-af8d-4dcb-8488-ae6d8546f0b6},1,0,0,0,2020-11-29T14:48:16.214Z
137,138,1,1,{76191a49-ddb8-49c0-8290-f142ed9bfd84},{f223eafa-af8d-4dcb-8488-ae6d8546f0b6},1,0,0,0,2020-11-29T14:48:16.214Z
138,139,1,1,{5c3f3fa0-264f-4085-b0ec-6b95411cd170},{2c52a14b-6909-4882-90c3-21349d14d880},1,0,0,0,2020-11-29T14:48:16.284Z
139,140,1,1,{5c3f3fa0-264f-4085-b0ec-6b95411cd170},{2c52a14b-6909-4882-90c3-21349d14d880},1,0,0,0,2020-11-29T14:48:16.284Z
140,141,1,1,{5c3f3fa0-264f-4085-b0ec-6b95411cd170},{2c52a14b-6909-4882-90c3-21349d14d880},1,0,0,0,2020-11-29T14:48:16.284Z
141,142,1,1,{5c3f3fa0-264f-4085-b0ec-6b95411cd170},{2c52a14b-6909-4882-90c3-21349d14d880},1,0,0,0,2020-11-29T14:48:16.284Z
142,143,1,1,{5c3f3fa0-264f-4085-b0ec-6b95411cd170},{2c52a14b-6909-4882-90c3-21349d14d880},1,0,0,0,2020-11-29T14:48:16.284Z
143,144,1,1,{5c3f3fa0-264f-4085-b0ec-6b95411cd170},{2c52a14b-6909-4882-90c3-21349d14d880},1,0,0,0,2020-11-29T14:48:16.284Z
144,145,1,1,{681f3a22-ce31-43bd-a7ed-615205e74ae8},{18c8005d-6f09-4cea-8b32-16700e4c433e},1,0,0,0,2020-11-29T14:48:16.596Z
145,146,1,1,{2c52a14b-6909-4882-90c3-21349d14d880},{9ec7cdce-568c-4264-811b-c64718052651},1,0,0,0,2020-11-29T14:48:16.670Z
146,147,1,1,{2c52a14b-6909-4882-90c3-21349d14d880},{9ec7cdce-568c-4264-811b-c64718052651},1,0,0,0,2020-11-29T14:48:16.670Z
147,148,1,1,{2c52a14b-6909-4882-90c3-21349d14d880},{9ec7cdce-568c-4264-811b-c64718052651},1,0,0,0,2020-11-29T14:48:16.670Z
148,149,1,1,{2c52a14b-6909-4882-90c3-21349d14d880},{9ec7cdce-568c-4264-811b-c64718052651},1,0,0,0,2020-11-29T14:48:16.670Z
149,150,1,1,{2c52a14b-6909-4882-90c3-21349d14d880},{9ec7cdce-568c-4264-811b-c64718052651},1,0,0,0,2020-11-29T14:48:16.670Z
150,151,1,1,{2c52a14b-6909-4882-90c3-21349d14d880},{9ec7cdce-568c-4264-811b-c64718052651},1,0,0,0,2020-11-29T14:48:16.670Z
151,152,1,1,{2c52a14b-6909-4882-90c3-21349d14d880},{9ec7cdce-568c-4264-811b-c64718052651},1,0,0,0,2020-11-29T14:48:16.670Z
152,153,1,1,{de48a07c-18f1-433b-8fe2-46c9291d681c},{75bb7b39-ee05-4f69-8f24-d846a71b5e77},1,0,0,0,2020-11-29T14:48:16.696Z
153,154,1,1,{de48a07c-18f1-433b-8fe2-46c9291d681c},{75bb7b39-ee05-4f69-8f24-d846a71b5e77},1,0,0,0,2020-11-29T14:48:16.696Z
154,155,1,1,{de48a07c-18f1-433b-8fe2-46c9291d681c},{75bb7b39-ee05-4f69-8f24-d846a71b5e77},1,0,0,0,2020-11-29T14:48:16.696Z
155,156,1,1,{de48a07c-18f1-433b-8fe2-46c9291d681c},{75bb7b39-ee05-4f69-8f24-d846a71b5e77},1,0,0,0,2020-11-29T14:48:16.696Z
156,157,1,1,{de48a07c-18f1-433b-8fe2-46c9291d681c},{75bb7b39-ee05-4f69-8f24-d846a71b5e77},1,0,0,0,2020-11-29T14:48:16.696Z
157,158,1,1,{de48a07c-18f1-433b-8fe2-46c9291d681c},{75bb7b39-ee05-4f69-8f24-d846a71b5e77},1,0,0,0,2020-11-29T14:48:16.696Z
158,159,1,1,{18c8005d-6f09-4cea-8b32-16700e4c433e},{d813e9cd-1f70-40c7-b31d-b88f168c4b96},1,0,0,0,2020-11-29T14:48:16.808Z
159,160,1,1,{18c8005d-6f09-4cea-8b32-16700e4c433e},{d813e9cd-1f70-40c7-b31d-b88f168c4b96},1,0,0,0,2020-11-29T14:48:16.808Z
160,161,1,1,{c25d66b4-6850-411e-99ea-6b8a657ad41c},{e4e2d7aa-1359-4534-b80e-9a64ff1f5b4c},1,0,0,0,2020-11-29T14:48:16.872Z
161,162,1,1,{4a95196a-b988-465d-973f-87a8f0cefa5e},{39059060-169b-4fc1-8cc9-8f155d735d68},1,0,0,0,2020-11-29T14:48:16.874Z
162,163,1,1,{3cb58fa0-dbce-4571-88a8-3a0d39c4db14},{55950838-c593-4c7e-b5cb-8c0b4cde000b},1,0,0,0,2020-11-29T14:48:16.874Z
163,164,1,1,{75bb7b39-ee05-4f69-8f24-d846a71b5e77},{19357f11-14c8-40e4-8bd8-8fe83780a4fa},1,0,0,0,2020-11-29T14:48:17.026Z
